Index,Identifier,Semester_Year,Completed_ALL_PRE,Duplicates_PRE,PRE_STARTDATE,PRE_ENDDATE,PRE_TIME,PRE_SCHOOL,PRE_INSTR_UA,PRE_INSTR_STANFORD,PRE_INSTR_VASSAR,PRE_INSTR_AUSTINCC,PRE_INSTR_UIUC,PRE_INSTR_PIMA,PRE_PCCCRS,PRE_Q18,PRE_Q18_complete,PRE_Q18CF,PRE_Q31,PRE_Q31_complete,PRE_Q31CF,PRE_Q15,PRE_Q15_complete,PRE_Q15CF,PRE_Q32,PRE_Q32_complete,PRE_Q32CF,PRE_POP_GRAPH,PRE_Q12,PRE_Q12_complete,PRE_Q12CF,PRE_Q13,PRE_Q13_complete,PRE_Q13CF,PRE_Q14,PRE_Q14_complete,PRE_Q14CF,PST_RECIPE,PRE_Q5,PRE_Q5_complete,PRE_Q5CF,PRE_Q6,PRE_Q6_complete,PRE_Q6CF,PRE_Q7,PRE_Q7_complete,PRE_Q7CF,PRE_TABLE,PRE_Q26,PRE_Q26_complete,PRE_Q26CF,PRE_Q27,PRE_Q27_complete,PRE_Q27CF,PRE_Q23,PRE_Q23_complete,PRE_Q23CF,PRE_Q25,PRE_Q25_complete,PRE_Q25CF,PRE_ERRORGRAPH,PRE_Q29,PRE_Q29_complete,PRE_Q29CF,PRE_Q30,PRE_Q30_complete,PRE_Q30CF,PRE_Q10,PRE_Q10_complete,PRE_Q10CF,PRE_Q11,PRE_Q11_complete,PRE_Q11CF,PRE_Q28,PRE_Q28_complete,PRE_Q28CF,PRE_Q19,PRE_Q19_complete,PRE_Q19CF,PRE_POLL_TEXT,PRE_Q20,PRE_Q20_complete,PRE_Q20CF,PRE_Q21,PRE_Q21_complete,PRE_Q21CF,PRE_Q33,PRE_Q33_complete,PRE_Q33CF,PRE_Q34,PRE_Q34_complete,PRE_Q34CF,PRE_Q35,PRE_Q35_complete,PRE_Q35CF,PRE_Q3,PRE_Q3_complete,PRE_Q3CF,PRE_Q16,PRE_Q16_complete,PRE_Q16CF,PRE_DIFF,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_1,PRE_ATT_2,PRE_ATT_3,PRE_ATT_4,PRE_LK1,REV_PRE_LK1,PRE_LK2,REV_PRE_LK2,PRE_LK3,REV_PRE_LK3,PRE_LK3_Duplicate,PRE_LK4,REV_PRE_LK4,PRE_LK5,REV_PRE_LK5,PRE_PREVMT,PRE_MOREMT,PRE_MORESC,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_OTHER_TEXT,PRE_MAJOR_HUM,PRE_MAJOR_ARTS,PRE_MAJOR_SOCSCI,PRE_MAJOR_EDU,PRE_MAJOR_SCI,PRE_MAJOR_EMC,PRE_MAJOR_BUS,PRE_MAJOR_HEALTH,PRE_MAJOR_TRADE,PRE_MAJOR_JOUR,PRE_MAJOR_GEN,PRE_MAJOR_UND,PRE_MAJOR_OTHER,PRE_MAJOR_OTHER_TEXT,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_AA,PRE_RACE_AS,PRE_RACE_CAUC,PRE_RACE_HIS,PRE_RACE_NA,PRE_RACE_OTHER,PRE_RACE_OTHER_TEXT,PRE_RACE_PNTS,PRE_DIS_PHYS,PRE_DIS_PHYS_TEXT,PRE_DIS_COG,PRE_DIS_COG_TEXT,PRE_DIS_LEARN,PRE_DIS_LEARN_TEXT,PRE_DIS_Prefer_Not_Say,PRE_HSUS,PRE_ELEM_WHERE,PRE_MIDDLE_WHERE,PRE_HS_WHERE,PRE_EFFORT,PRE_Q31_scored,PRE_Q15_scored,PRE_Q32_scored,PRE_Q12_scored,PRE_Q13_scored,PRE_Q14_scored,PRE_Q5_scored,PRE_Q6_scored,PRE_Q7_scored,PRE_Q26_scored,PRE_Q27_scored,PRE_Q23_scored,PRE_Q29_scored,PRE_Q30_scored,PRE_Q10_scored,PRE_Q11_scored,PRE_Q28_scored,PRE_Q19_scored,PRE_Q20_scored,PRE_Q21_scored,PRE_Q33_scored,PRE_Q34_scored,PRE_Q35_scored,PRE_Q3_scored,PRE_Q16_scored,PRE_SCORE,PRE_Compete_total_percent,PRE_CF_Total,PRE_CF_Mean,PRE_AGE_NEW,PRE_DIFF_REV,PRE_ATT_1_REV,PRE_ATT_2_REV,PRE_ATT_3_REV,PRE_ATT_4_REV,FAC1_1,FAC2_1,FAC3_1,ZPR_1,ZRE_1,STEM_MAJOR,WHYCS_COMP,MAJOR_COMP,WHYMAJ_COMP,RACE_COMP,DIS_COMP
1685,STUDENT 1685,3,1,0,2/1/16 20:16,2/1/16 20:32,16,15,999,999,999,999,2,999,999,999,0,999,2,1,1,2,1,2,3,1,3,1,3,1,2,4,1,3,3,1,1,1,2,1,3,3,1,3,2,1,2,1,2,1,3,1,1,2,4,1,1,999,0,999,1,1,1,3,4,1,3,2,1,3,1,1,3,2,1,3,2,1,3,1,2,1,1,3,1,1,3,1,3,4,1,3,2,1,1,2,1,2,2,1,3,4,1,1,1,1,4,2,4,4,3,2,3,2,2,3,999,2,3,2,3,2,1,2,0,1,0,1,0,0,0,999,2,999,0,0,0,0,0,0,0,0,0,0,0,0,1,Communication,1,1,1,1,0,0,0,0,999,2,2,0,0,0,0,0,0,999,1,0,999,0,999,0,999,1,1,999,999,999,3,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,13,1,58,2.32,2,2,1,3,1,1,-1.632031921,-0.661612997,1.475292208,-0.937614503,0.697803195,0,2,1,4,1,1
1686,STUDENT 1686,3,1,0,2/2/16 14:32,2/2/16 14:56,24,15,999,999,999,999,2,999,999,999,0,999,1,1,3,3,1,3,2,1,2,1,3,1,3,4,1,2,3,1,3,1,2,1,2,2,1,2,3,1,2,1,2,1,4,1,1,4,1,1,2,999,0,999,1,3,1,2,1,1,3,2,1,3,1,1,3,1,1,2,2,1,2,1,3,1,4,4,1,4,3,1,4,4,1,999,3,1,4,3,1,4,2,1,3,3,3,2,2,1,3,2,4,3,3,2,3,2,3,2,999,2,3,3,2,2,2,3,0,1,1,1,1,0,0,999,2,999,0,0,0,0,0,0,0,0,0,0,1,1,0,999,0,0,0,0,0,0,1,1,Undeclared,2,1,0,0,1,1,1,0,999,0,0,999,0,999,0,999,0,2,El Salvador,El Salvador and Un,United States,4,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,13,1,999,2.916666667,2,3,2,3,1,2,-1.354411414,0.472391309,-2.19788052,-0.404234053,0.162376368,0,4,2,2,3,0
1687,STUDENT 1687,3,1,0,2/1/16 21:01,2/1/16 21:08,7,15,999,999,999,999,2,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,5,1,1,3,1,1,3,1,1,1,2,1,2,3,1,2,4,1,1,1,2,1,2,3,1,2,3,1,1,999,0,999,1,2,1,3,3,1,2,2,1,2,2,1,2,2,1,4,2,1,4,1,1,1,1,2,1,1,2,1,3,4,1,4,2,1,2,2,1,4,1,1,3,3,2,5,2,1,2,2,2,2,2,3,2,3,3,2,999,2,3,1,4,2,2,1,0,1,1,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,1,0,1,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,2,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,13,1,60,2.4,2,3,3,3,3,3,-0.109436281,-0.174521635,0.501885492,-1.061994707,0.822660597,0,2,1,3,1,0
1688,STUDENT 1688,1,1,0,2/20/15 17:56,2/20/15 18:11,15,1,2,999,999,999,999,999,999,4,1,2,4,1,1,3,1,4,3,1,2,1,3,1,3,4,1,3,1,1,3,1,3,1,3,3,1,1,2,1,3,1,2,1,4,3,1,2,3,1,2,2,1,2,1,3,1,3,4,1,1,5,1,1,2,1,1,2,1,4,2,1,3,1,3,1,3,3,1,2,3,1,3,4,1,2,3,1,1,2,1,2,2,1,2,5,1,3,1,1,2,2,4,4,4,1,3,2,1,4,1,2,3,999,999,2,2,2,0,1,0,0,0,0,0,999,2,999,0,1,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,2,France Greece,United States,United States,4,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,13,1,59,2.36,2,1,3,3,1,1,-2.233309618,-0.081776716,0.039607911,-1.044737143,0.805336822,0,1,1,2,1,0
1689,STUDENT 1689,1,1,0,1/31/15 14:38,1/31/15 15:02,24,1,7,999,999,999,999,999,999,4,1,2,3,1,3,3,1,3,2,1,2,1,3,1,4,1,1,3,3,1,2,1,2,1,4,4,1,4,3,1,2,1,2,1,4,3,1,4,4,1,1,1,1,2,1,1,1,3,1,1,4,4,1,3,4,1,2,3,1,1,2,1,2,1,2,1,3,4,1,4,3,1,4,4,1,4,2,1,1,2,1,3,2,1,4,3,1,4,1,0,4,1,4,4,4,1,3,2,2,3,2,2,3,999,999,2,1,3,0,1,1,0,0,1,0,999,2,999,0,1,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,13,1,74,2.96,2,3,1,4,1,1,-1.812256381,-0.538074616,0.134078989,-0.76163759,0.521151126,0,3,1,2,1,0
1690,STUDENT 1690,1,1,0,1/21/15 21:35,1/21/15 21:59,24,1,8,999,999,999,999,999,999,4,1,1,3,1,4,3,1,4,1,1,4,1,3,1,4,3,1,2,3,1,2,1,1,1,4,3,1,4,5,1,2,1,2,1,4,3,1,4,1,1,3,1,1,1,1,1,1,4,2,1,4,2,1,4,1,1,4,3,1,4,2,1,4,1,3,1,2,4,1,3,3,1,4,4,1,4,4,1,2,2,1,4,2,1,3,2,4,3,3,1,2,2,3,3,2,3,2,3,1,4,1,1,4,999,999,4,0,2,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,0,1,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,13,1,87,3.48,2,4,3,3,2,2,0.039856332,1.018012176,-0.883465596,0.794751173,-1.041208902,0,1,1,1,1,0
1691,STUDENT 1691,1,1,0,1/21/15 12:15,1/21/15 13:57,102,1,9,999,999,999,999,999,999,4,1,1,3,1,4,1,1,4,4,1,4,1,3,1,2,3,1,3,3,1,2,1,2,1,3,3,1,3,4,1,3,1,2,1,1,3,1,3,2,1,999,2,1,2,1,2,1,1,3,1,1,2,1,4,1,1,4,2,1,2,4,1,3,1,2,1,2,3,1,3,2,1,3,2,1,1,2,1,1,2,1,1,2,1,1,3,2,5,2,3,2,1,4,3,2,3,2,3,3,2,2,2,3,999,999,2,1,1,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,0,0,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,13,1,999,2.458333333,2,3,3,4,1,2,-0.448573777,0.735020212,-0.838746113,-0.678730823,0.437926278,0,1,1,1,1,0
1692,STUDENT 1692,3,1,0,1/28/16 16:38,1/28/16 16:48,10,1,10,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,1,1,3,2,1,3,2,1,3,1,2,1,4,3,1,4,3,1,2,1,1,1,3,3,1,3,2,1,3,999,0,999,1,2,1,4,2,1,3,2,1,2,4,1,4,2,1,2,3,1,3,1,4,1,4,2,1,3,3,1,4,2,1,3,2,1,3,2,1,3,2,1,3,3,2,1,0,0,2,3,3,2,2,3,2,3,2,3,999,2,3,2,3,2,2,2,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,13,1,81,3.24,2,3,3,2,2,3,0.265731783,-1.800535713,-0.867328407,0.591898882,-0.837578345,0,1,1,1,1,0
1693,STUDENT 1693,3,1,0,1/28/16 6:36,1/28/16 7:06,30,1,10,999,999,999,999,999,999,999,0,999,3,1,2,2,1,4,4,1,4,1,5,1,2,2,1,2,4,1,3,1,2,1,4,3,1,2,3,1,1,1,3,1,4,4,1,2,3,1,3,999,0,999,1,2,1,1,2,1,3,1,1,1,2,1,2,2,1,4,2,1,2,1,4,1,1,2,1,1,3,1,4,4,1,4,1,1,4,2,1,4,2,1,4,3,1,2,3,0,3,2,3,3,2,3,2,3,2,3,999,2,3,3,2,1,3,0,1,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,1,1,0,0,0,0,0,999,2,1,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,13,1,68,2.72,2,3,2,3,2,2,-0.199362513,-0.365331567,0.045280814,-0.858925486,0.618812278,0,2,1,2,1,0
1694,STUDENT 1694,1,1,0,1/28/15 23:22,1/28/15 23:40,18,1,11,999,999,999,999,999,999,3,1,2,3,1,2,1,1,2,1,1,2,1,3,1,2,2,1,2,3,1,2,1,3,1,3,2,1,2,3,1,2,1,2,1,3,3,1,2,4,1,2,1,1,2,1,1,1,2,3,1,2,4,1,2,1,1,2,4,1,2,2,1,2,1,4,1,2,1,1,2,2,1,1,4,1,3,2,1,2,2,1,2,2,1,2,4,1,4,2,1,3,1,4,4,2,3,3,2,2,3,2,2,3,999,999,2,1,1,0,1,0,0,0,1,0,999,2,999,0,0,1,0,0,0,1,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,13,1,52,2.08,2,2,2,4,1,1,-1.112374708,-0.09283942,0.743404512,-0.993468222,0.753871202,0,2,2,3,1,0
1695,STUDENT 1695,1,1,0,1/25/15 17:21,1/25/15 17:39,18,1,11,999,999,999,999,999,999,4,1,2,3,1,1,3,1,4,4,1,4,1,3,1,4,3,1,1,3,1,1,1,2,1,4,3,1,4,4,1,3,1,2,1,3,3,1,1,1,1,3,1,1,1,1,3,1,1,3,1,1,4,1,3,4,1,2,4,1,1,4,1,1,1,2,1,1,5,1,1,2,1,1,4,1,1,5,1,2,2,1,4,2,1,4,3,5,5,3,2,2,1,1,2,1,4,1,4,1,4,1,1,4,999,999,3,3,3,0,1,1,1,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,13,1,56,2.24,2,3,3,4,4,3,0.911430833,1.218059191,0.979098485,0.85384886,-1.100533324,0,3,1,4,2,0
1696,STUDENT 1696,1,1,0,1/25/15 22:26,1/25/15 22:54,28,1,12,999,999,999,999,999,999,4,1,1,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,3,3,1,1,1,2,1,4,3,1,4,2,1,1,1,2,1,4,2,1,4,1,1,4,1,1,1,1,1,1,2,4,1,3,4,1,2,2,1,1,4,1,4,2,1,3,1,2,1,3,1,1,4,3,1,4,4,1,3,5,1,3,3,1,4,2,1,4,3,4,2,2,1,1,2,2,2,2,3,1,4,1,4,1,1,4,999,999,2,1,2,0,1,1,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,1,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,13,1,81,3.24,2,3,4,3,3,3,0.557402854,0.460760998,0.472928413,0.197449304,-0.441615416,0,2,1,3,1,0
1697,STUDENT 1697,1,1,0,1/25/15 15:12,1/25/15 15:37,25,1,12,999,999,999,999,999,999,1,1,1,3,1,4,3,1,4,4,1,2,1,3,1,4,2,1,3,3,1,3,1,3,1,1,2,1,1,1,1,1,1,4,1,1,2,1,1,3,1,1,2,1,4,1,3,1,3,5,1,1,2,1,1,3,1,1,2,1,4,2,1,4,1,3,1,1,3,1,1,3,1,3,4,1,4,1,1,3,2,1,4,2,1,4,1,1,5,0,0,4,4,1,3,2,3,1,4,2,3,4,4,1,999,999,3,1,3,0,1,0,0,0,0,1,$w@g,2,999,0,1,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,1,Damn it feels good to be a gangsta.,2,1,0,0,0,0,0,1,HUMAN,0,0,999,0,999,0,999,1,2,American Samoa and United States,United States,US,3,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,13,1,60,2.4,2,5,1,1,4,2,1.191383843,-3.467562369,-1.582801451,0.262987716,-0.507405273,0,2,1,1,1,1
1698,STUDENT 1698,1,1,0,1/26/15 21:39,1/26/15 22:09,30,1,12,999,999,999,999,999,999,2,1,1,5,1,3,3,1,3,1,1,4,1,3,1,4,2,1,3,1,1,1,1,2,1,4,3,1,4,5,1,2,1,2,1,4,3,1,1,2,1,3,1,1,2,1,1,1,3,2,1,3,2,1,4,1,1,2,3,1,2,2,1,3,1,3,1,3,4,1,3,3,1,4,4,1,4,5,1,2,3,1,1,2,1,3,3,4,4,2,3,2,1,2,2,1,4,1,4,1,4,1,2,3,999,999,2,3,3,0,0,1,0,0,0,0,999,2,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,0,1,1,0,0,0,0,0,999,2,1,0,0,0,0,1,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,13,1,73,2.92,2,3,3,4,3,3,0.89976157,0.733726214,-0.207803659,1.805763924,-2.05610052,1,1,1,2,1,0
1699,STUDENT 1699,1,1,0,1/27/15 22:17,1/27/15 22:44,27,1,13,999,999,999,999,999,999,4,1,2,3,1,2,3,1,4,4,1,3,1,4,1,2,1,1,1,3,1,2,1,2,1,3,3,1,3,5,1,2,1,2,1,4,3,1,3,3,1,2,1,1,2,1,1,1,4,3,1,3,3,1,1,2,1,2,1,1,2,2,1,3,1,3,1,3,4,1,3,3,1,3,4,1,3,3,1,1,2,1,3,2,1,4,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,3,1,4,999,999,1,2,3,0,1,1,0,1,1,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,1,1,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,1,999,1,1,999,999,999,2,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,13,1,66,2.64,2,3,2,3,2,2,-0.403883936,0.939930055,1.234082409,-0.831873334,0.591656337,0,4,1,5,1,2
1700,STUDENT 1700,3,1,0,1/25/16 14:54,1/25/16 15:13,19,1,14,999,999,999,999,999,999,999,0,999,3,1,2,3,1,3,1,1,3,1,3,1,4,2,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,3,1,1,999,0,999,1,3,1,1,3,1,1,5,1,4,3,1,999,2,1,1,2,1,1,1,4,1,1,3,1,1,3,1,2,4,1,4,3,1,4,3,1,1,2,1,3,3,1,5,1,0,4,1,3,3,2,3,2,3,3,2,999,4,1,2,3,3,0,3,0,0,0,0,0,0,1,course for my minor,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,0,1,1,1,1,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,13,1,999,2,2,3,1,4,2,2,-0.253709164,-1.853358716,0.76216967,0.013116304,-0.256575201,0,1,1,4,1,0
1701,STUDENT 1701,1,1,0,2/2/15 21:57,2/2/15 22:08,11,1,14,999,999,999,999,999,999,4,1,2,5,1,3,1,1,4,4,1,3,1,3,1,1,2,1,1,4,1,1,1,2,1,4,3,1,4,4,1,3,1,2,1,4,3,1,3,3,1,1,3,1,1,1,3,1,4,3,1,1,4,1,1,2,1,1,4,1,1,1,1,1,1,3,1,1,3,1,1,3,1,4,4,1,4,4,1,1,2,1,1,3,1,1,3,4,3,3,3,3,2,2,3,2,3,2,3,2,3,2,1,4,999,999,2,3,1,1,0,0,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,1,1,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,13,1,54,2.16,2,3,2,3,3,2,-0.440964594,1.481745908,1.130423604,-0.628989809,0.387994427,0,1,1,5,1,1
1702,STUDENT 1702,1,1,0,2/2/15 22:24,2/2/15 22:37,13,1,14,999,999,999,999,999,999,4,1,1,3,1,1,3,1,4,2,1,3,1,3,1,3,2,1,2,3,1,1,1,2,1,4,3,1,4,5,1,4,1,2,1,4,3,1,3,2,1,2,4,1,3,1,1,1,2,4,1,1,2,1,2,2,1,3,1,1,3,2,1,3,1,2,1,1,2,1,1,3,1,1,5,1,1,4,1,1,2,1,2,2,1,999,3,3,5,2,1,1,1,2,2,2,3,1,4,1,4,2,2,3,999,999,1,3,3,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,1,0,1,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,13,1,999,2.333333333,2,3,4,4,3,3,0.380959748,0.158234189,1.123657834,0.505529217,-0.750877313,1,1,1,5,1,0
1703,STUDENT 1703,1,1,0,1/28/15 21:49,1/28/15 22:05,16,1,15,999,999,999,999,999,999,2,1,2,3,1,2,3,1,3,1,1,2,1,3,1,4,1,1,4,3,1,1,1,2,1,4,3,1,4,4,1,2,1,2,1,4,3,1,1,2,1,1,1,1,1,1,3,1,2,4,1,4,2,1,4,2,1,1,4,1,4,2,1,4,1,2,1,3,2,1,2,3,1,4,4,1,4,4,1,4,3,1,4,1,1,1,2,5,5,3,2,3,2,4,4,3,2,2,3,2,3,2,2,3,999,999,2,1,2,0,1,0,0,0,0,0,999,2,999,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,1,0,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,13,1,73,2.92,2,4,2,3,1,1,-1.03316702,1.439650862,-0.497247705,-0.446781154,0.205086707,0,1,1,1,1,0
1704,STUDENT 1704,3,1,0,1/28/16 22:45,1/28/16 22:58,13,1,16,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,3,1,3,2,1,1,1,2,1,4,3,1,4,2,1,1,1,2,1,4,3,1,4,4,1,3,999,0,999,1,1,1,4,1,1,3,5,1,3,2,1,2,3,1,1,4,1,3,1,3,1,1,3,1,1,3,1,4,4,1,4,4,1,1,2,1,4,3,1,3,3,3,4,1,2,3,1,3,2,2,3,2,3,1,4,999,2,3,3,2,2,1,2,0,1,1,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,1,0,1,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,13,1,74,2.96,2,3,2,4,2,3,-0.117678247,-0.020602927,-0.880511626,-0.407075059,0.165228275,0,2,1,1,1,0
1705,STUDENT 1705,3,1,0,1/26/16 21:19,1/26/16 21:36,17,1,16,999,999,999,999,999,999,999,0,999,5,1,2,3,1,3,2,1,2,1,3,1,3,2,1,2,1,1,2,1,1,1,2,3,1,2,4,1,2,1,2,1,3,1,1,2,2,1,2,999,0,999,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,3,1,2,4,1,1,1,1,2,2,1,2,2,1,2,4,2,3,2,1,2,2,3,3,2,3,2,3,2,3,999,2,3,2,3,1,2,3,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,0,0,0,0,0,0,1,Psychology,1,0,0,1,0,0,0,0,999,2,2,0,0,1,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,13,1,51,2.04,2,2,3,3,2,2,-0.371544082,-0.270180613,-0.251096336,-0.364540833,0.122530861,0,1,1,2,2,0
1706,STUDENT 1706,3,1,0,1/21/16 18:27,1/21/16 18:41,14,1,16,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,1,1,4,1,3,1,3,2,1,3,2,1,1,1,3,1,1,2,1,2,3,1,1,1,2,1,4,3,1,4,4,1,4,999,0,999,1,3,1,1,3,1,1,2,1,1,2,1,1,4,1,1,2,1,1,1,2,1,4,1,1,4,2,1,1,2,1,1,3,1,4,3,1,4,2,1,4,1,3,4,3,3,1,1,1,2,1,4,1,4,1,4,999,1,4,1,4,3,1,3,1,0,0,0,0,0,0,999,2,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,1,1,1,1,0,0,0,999,2,1,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,13,1,63,2.52,2,5,4,4,4,3,1.281954907,1.252654794,0.877201438,0.610627041,-0.856378357,0,1,1,5,1,0
